id_x,user_id,mission_id,completed_at,id_y,name_x,description,carbon_reduction,name_y,email,created_at,id_x.1,timestamp,activity_type_x,page_id,button_id,id_y.1,session_start,session_end,duration,activity_type_y,start_time,end_time,date
1,101,4,2025-02-13,4,텀블러 사용하기,일회용 컵 대신 텀블러 사용 인증,0.3,강서윤,kangsy@example.com,2024-12-15,1,2025-02-13 00:22:00,Button Click,Home,BtnLogin,1,2025-02-13 07:36:00,2025-02-13 08:30:00,10 minutes,Session,2025-02-13 11:37:00,2025-02-13 11:53:00,2025-02-13
1,101,4,2025-02-10,4,텀블러 사용하기,일회용 컵 대신 텀블러 사용 인증,0.3,강서윤,kangsy@example.com,2024-12-15,1,2025-02-10 00:45:00,Button Click,Home,BtnLogin,1,2025-02-10 00:16:00,2025-02-10 00:23:00,10 minutes,Click,2025-02-10 00:18:00,2025-02-10 01:15:00,2025-02-15
1,101,4,2025-02-16,4,텀블러 사용하기,일회용 컵 대신 텀블러 사용 인증,0.3,강서윤,kangsy@example.com,2024-12-15,1,2025-02-16 08:04:00,Button Click,Home,BtnLogin,3,2025-02-16 02:05:00,2025-02-16 03:02:00,63 minutes,Mission,2025-02-16 11:01:00,2025-02-16 11:48:00,2025-02-11
1,101,4,2025-02-16,4,텀블러 사용하기,일회용 컵 대신 텀블러 사용 인증,0.3,강서윤,kangsy@example.com,2024-12-15,1,2025-02-16 06:11:00,Button Click,Home,BtnLogin,3,2025-02-16 01:38:00,2025-02-16 02:24:00,63 minutes,Session,2025-02-16 06:19:00,2025-02-16 07:05:00,2025-02-13
1,101,4,2025-02-11,4,텀블러 사용하기,일회용 컵 대신 텀블러 사용 인증,0.3,강서윤,kangsy@example.com,2024-12-15,1,2025-02-11 08:55:00,Button Click,Home,BtnLogin,3,2025-02-11 01:54:00,2025-02-11 01:56:00,63 minutes,Click,2025-02-11 06:44:00,2025-02-11 07:25:00,2025-02-15
1,101,4,2025-02-12,4,텀블러 사용하기,일회용 컵 대신 텀블러 사용 인증,0.3,강서윤,kangsy@example.com,2024-12-15,1,2025-02-12 01:39:00,Button Click,Home,BtnLogin,3,2025-02-12 05:02:00,2025-02-12 05:55:00,63 minutes,Mission,2025-02-12 05:38:00,2025-02-12 06:32:00,2025-02-10
1,101,4,2025-02-10,4,텀블러 사용하기,일회용 컵 대신 텀블러 사용 인증,0.3,강서윤,kangsy@example.com,2024-12-15,1,2025-02-10 10:29:00,Button Click,Home,BtnLogin,3,2025-02-10 02:00:00,2025-02-10 02:13:00,63 minutes,Session,2025-02-10 04:13:00,2025-02-10 04:15:00,2025-02-14
1,101,4,2025-02-16,4,텀블러 사용하기,일회용 컵 대신 텀블러 사용 인증,0.3,강서윤,kangsy@example.com,2024-12-15,1,2025-02-16 05:41:00,Button Click,Home,BtnLogin,3,2025-02-16 03:11:00,2025-02-16 03:24:00,63 minutes,Click,2025-02-16 07:10:00,2025-02-16 07:42:00,2025-02-13
1,101,4,2025-02-10,4,텀블러 사용하기,일회용 컵 대신 텀블러 사용 인증,0.3,강서윤,kangsy@example.com,2024-12-15,1,2025-02-10 02:04:00,Button Click,Home,BtnLogin,3,2025-02-10 01:17:00,2025-02-10 01:18:00,63 minutes,Mission,2025-02-10 00:24:00,2025-02-10 01:02:00,2025-02-10
1,101,4,2025-02-14,4,텀블러 사용하기,일회용 컵 대신 텀블러 사용 인증,0.3,강서윤,kangsy@example.com,2024-12-15,1,2025-02-14 09:08:00,Button Click,Home,BtnLogin,3,2025-02-14 07:15:00,2025-02-14 08:10:00,63 minutes,Session,2025-02-14 06:13:00,2025-02-14 07:09:00,2025-02-12
1,101,4,2025-02-12,4,텀블러 사용하기,일회용 컵 대신 텀블러 사용 인증,0.3,강서윤,kangsy@example.com,2024-12-15,1,2025-02-12 11:53:00,Button Click,Home,BtnLogin,3,2025-02-12 05:36:00,2025-02-12 06:30:00,63 minutes,Click,2025-02-12 10:30:00,2025-02-12 11:18:00,2025-02-13
1,101,4,2025-02-16,4,텀블러 사용하기,일회용 컵 대신 텀블러 사용 인증,0.3,강서윤,kangsy@example.com,2024-12-15,1,2025-02-16 09:46:00,Button Click,Home,BtnLogin,3,2025-02-16 11:12:00,2025-02-16 11:58:00,63 minutes,Mission,2025-02-16 08:05:00,2025-02-16 08:57:00,2025-02-16
1,101,4,2025-02-14,4,텀블러 사용하기,일회용 컵 대신 텀블러 사용 인증,0.3,강서윤,kangsy@example.com,2024-12-15,1,2025-02-14 08:24:00,Button Click,Home,BtnLogin,3,2025-02-14 05:19:00,2025-02-14 06:12:00,63 minutes,Session,2025-02-14 11:59:00,2025-02-14 12:30:00,2025-02-11
1,101,4,2025-02-15,4,텀블러 사용하기,일회용 컵 대신 텀블러 사용 인증,0.3,강서윤,kangsy@example.com,2024-12-15,1,2025-02-15 00:43:00,Button Click,Home,BtnLogin,3,2025-02-15 07:25:00,2025-02-15 07:43:00,63 minutes,Click,2025-02-15 05:46:00,2025-02-15 06:25:00,2025-02-11
1,101,4,2025-02-14,4,텀블러 사용하기,일회용 컵 대신 텀블러 사용 인증,0.3,강서윤,kangsy@example.com,2024-12-15,1,2025-02-14 01:29:00,Button Click,Home,BtnLogin,5,2025-02-14 11:04:00,2025-02-14 11:48:00,20 minutes,Mission,2025-02-14 00:07:00,2025-02-14 00:24:00,2025-02-12
1,101,4,2025-02-12,4,텀블러 사용하기,일회용 컵 대신 텀블러 사용 인증,0.3,강서윤,kangsy@example.com,2024-12-15,1,2025-02-12 09:49:00,Button Click,Home,BtnLogin,5,2025-02-12 09:08:00,2025-02-12 09:12:00,20 minutes,Session,2025-02-12 05:52:00,2025-02-12 06:37:00,2025-02-14
1,101,4,2025-02-15,4,텀블러 사용하기,일회용 컵 대신 텀블러 사용 인증,0.3,강서윤,kangsy@example.com,2024-12-15,1,2025-02-15 01:12:00,Button Click,Home,BtnLogin,5,2025-02-15 06:21:00,2025-02-15 06:30:00,20 minutes,Click,2025-02-15 10:12:00,2025-02-15 10:48:00,2025-02-10
1,101,4,2025-02-11,4,텀블러 사용하기,일회용 컵 대신 텀블러 사용 인증,0.3,강서윤,kangsy@example.com,2024-12-15,1,2025-02-11 08:04:00,Button Click,Home,BtnLogin,5,2025-02-11 09:22:00,2025-02-11 09:43:00,20 minutes,Mission,2025-02-11 09:22:00,2025-02-11 10:04:00,2025-02-13
1,101,4,2025-02-13,4,텀블러 사용하기,일회용 컵 대신 텀블러 사용 인증,0.3,강서윤,kangsy@example.com,2024-12-15,1,2025-02-13 03:24:00,Button Click,Home,BtnLogin,5,2025-02-13 11:28:00,2025-02-13 11:55:00,20 minutes,Session,2025-02-13 03:47:00,2025-02-13 04:03:00,2025-02-16
1,101,4,2025-02-13,4,텀블러 사용하기,일회용 컵 대신 텀블러 사용 인증,0.3,강서윤,kangsy@example.com,2024-12-15,1,2025-02-13 01:06:00,Button Click,Home,BtnLogin,5,2025-02-13 05:42:00,2025-02-13 05:46:00,20 minutes,Click,2025-02-13 07:42:00,2025-02-13 08:21:00,2025-02-11
1,101,4,2025-02-12,4,텀블러 사용하기,일회용 컵 대신 텀블러 사용 인증,0.3,강서윤,kangsy@example.com,2024-12-15,1,2025-02-12 07:03:00,Button Click,Home,BtnLogin,5,2025-02-12 09:09:00,2025-02-12 09:15:00,20 minutes,Mission,2025-02-12 05:28:00,2025-02-12 05:54:00,2025-02-15
1,101,4,2025-02-11,4,텀블러 사용하기,일회용 컵 대신 텀블러 사용 인증,0.3,강서윤,kangsy@example.com,2024-12-15,1,2025-02-11 02:36:00,Button Click,Home,BtnLogin,5,2025-02-11 10:00:00,2025-02-11 10:27:00,20 minutes,Session,2025-02-11 07:27:00,2025-02-11 07:31:00,2025-02-11
1,101,4,2025-02-12,4,텀블러 사용하기,일회용 컵 대신 텀블러 사용 인증,0.3,강서윤,kangsy@example.com,2024-12-15,1,2025-02-12 01:17:00,Button Click,Home,BtnLogin,5,2025-02-12 04:14:00,2025-02-12 04:52:00,20 minutes,Click,2025-02-12 00:52:00,2025-02-12 00:54:00,2025-02-13
1,101,4,2025-02-11,4,텀블러 사용하기,일회용 컵 대신 텀블러 사용 인증,0.3,강서윤,kangsy@example.com,2024-12-15,1,2025-02-11 00:52:00,Button Click,Home,BtnLogin,5,2025-02-11 00:20:00,2025-02-11 00:51:00,20 minutes,Mission,2025-02-11 03:47:00,2025-02-11 04:08:00,2025-02-15
1,101,4,2025-02-11,4,텀블러 사용하기,일회용 컵 대신 텀블러 사용 인증,0.3,강서윤,kangsy@example.com,2024-12-15,1,2025-02-11 04:29:00,Button Click,Home,BtnLogin,5,2025-02-11 06:34:00,2025-02-11 07:17:00,20 minutes,Session,2025-02-11 08:19:00,2025-02-11 09:00:00,2025-02-12
1,101,4,2025-02-10,4,텀블러 사용하기,일회용 컵 대신 텀블러 사용 인증,0.3,강서윤,kangsy@example.com,2024-12-15,1,2025-02-10 01:18:00,Button Click,Home,BtnLogin,5,2025-02-10 11:43:00,2025-02-10 12:14:00,20 minutes,Click,2025-02-10 05:49:00,2025-02-10 05:55:00,2025-02-16
1,101,4,2025-02-12,4,텀블러 사용하기,일회용 컵 대신 텀블러 사용 인증,0.3,강서윤,kangsy@example.com,2024-12-15,3,2025-02-12 02:53:00,Button Click,Settings,BtnSettings,1,2025-02-12 06:24:00,2025-02-12 06:46:00,10 minutes,Mission,2025-02-12 03:50:00,2025-02-12 04:24:00,2025-02-14
1,101,4,2025-02-16,4,텀블러 사용하기,일회용 컵 대신 텀블러 사용 인증,0.3,강서윤,kangsy@example.com,2024-12-15,3,2025-02-16 03:44:00,Button Click,Settings,BtnSettings,1,2025-02-16 00:30:00,2025-02-16 01:10:00,10 minutes,Session,2025-02-16 03:32:00,2025-02-16 04:07:00,2025-02-10
1,101,4,2025-02-16,4,텀블러 사용하기,일회용 컵 대신 텀블러 사용 인증,0.3,강서윤,kangsy@example.com,2024-12-15,3,2025-02-16 06:49:00,Button Click,Settings,BtnSettings,1,2025-02-16 03:55:00,2025-02-16 04:05:00,10 minutes,Click,2025-02-16 05:28:00,2025-02-16 05:57:00,2025-02-15
1,101,4,2025-02-16,4,텀블러 사용하기,일회용 컵 대신 텀블러 사용 인증,0.3,강서윤,kangsy@example.com,2024-12-15,3,2025-02-16 01:15:00,Button Click,Settings,BtnSettings,1,2025-02-16 00:56:00,2025-02-16 01:19:00,10 minutes,Mission,2025-02-16 08:37:00,2025-02-16 09:18:00,2025-02-13
1,101,4,2025-02-13,4,텀블러 사용하기,일회용 컵 대신 텀블러 사용 인증,0.3,강서윤,kangsy@example.com,2024-12-15,3,2025-02-13 03:35:00,Button Click,Settings,BtnSettings,1,2025-02-13 11:03:00,2025-02-13 11:34:00,10 minutes,Session,2025-02-13 03:13:00,2025-02-13 04:03:00,2025-02-16
1,101,4,2025-02-12,4,텀블러 사용하기,일회용 컵 대신 텀블러 사용 인증,0.3,강서윤,kangsy@example.com,2024-12-15,3,2025-02-12 05:43:00,Button Click,Settings,BtnSettings,1,2025-02-12 09:28:00,2025-02-12 10:11:00,10 minutes,Click,2025-02-12 04:29:00,2025-02-12 04:33:00,2025-02-11
1,101,4,2025-02-11,4,텀블러 사용하기,일회용 컵 대신 텀블러 사용 인증,0.3,강서윤,kangsy@example.com,2024-12-15,3,2025-02-11 00:02:00,Button Click,Settings,BtnSettings,1,2025-02-11 03:54:00,2025-02-11 04:02:00,10 minutes,Mission,2025-02-11 11:31:00,2025-02-11 11:45:00,2025-02-12
1,101,4,2025-02-15,4,텀블러 사용하기,일회용 컵 대신 텀블러 사용 인증,0.3,강서윤,kangsy@example.com,2024-12-15,3,2025-02-15 01:00:00,Button Click,Settings,BtnSettings,1,2025-02-15 02:42:00,2025-02-15 03:25:00,10 minutes,Session,2025-02-15 08:11:00,2025-02-15 08:56:00,2025-02-14
1,101,4,2025-02-10,4,텀블러 사용하기,일회용 컵 대신 텀블러 사용 인증,0.3,강서윤,kangsy@example.com,2024-12-15,3,2025-02-10 05:28:00,Button Click,Settings,BtnSettings,1,2025-02-10 01:59:00,2025-02-10 02:00:00,10 minutes,Click,2025-02-10 06:55:00,2025-02-10 07:09:00,2025-02-11
1,101,4,2025-02-15,4,텀블러 사용하기,일회용 컵 대신 텀블러 사용 인증,0.3,강서윤,kangsy@example.com,2024-12-15,3,2025-02-15 01:34:00,Button Click,Settings,BtnSettings,1,2025-02-15 04:22:00,2025-02-15 04:25:00,10 minutes,Mission,2025-02-15 01:26:00,2025-02-15 01:45:00,2025-02-16
1,101,4,2025-02-10,4,텀블러 사용하기,일회용 컵 대신 텀블러 사용 인증,0.3,강서윤,kangsy@example.com,2024-12-15,3,2025-02-10 06:33:00,Button Click,Settings,BtnSettings,1,2025-02-10 04:27:00,2025-02-10 04:28:00,10 minutes,Session,2025-02-10 10:12:00,2025-02-10 10:17:00,2025-02-14
1,101,4,2025-02-15,4,텀블러 사용하기,일회용 컵 대신 텀블러 사용 인증,0.3,강서윤,kangsy@example.com,2024-12-15,3,2025-02-15 08:57:00,Button Click,Settings,BtnSettings,1,2025-02-15 07:54:00,2025-02-15 07:59:00,10 minutes,Click,2025-02-15 04:59:00,2025-02-15 05:54:00,2025-02-15
1,101,4,2025-02-11,4,텀블러 사용하기,일회용 컵 대신 텀블러 사용 인증,0.3,강서윤,kangsy@example.com,2024-12-15,3,2025-02-11 04:13:00,Button Click,Settings,BtnSettings,3,2025-02-11 00:21:00,2025-02-11 00:58:00,63 minutes,Mission,2025-02-11 07:20:00,2025-02-11 07:23:00,2025-02-10
1,101,4,2025-02-10,4,텀블러 사용하기,일회용 컵 대신 텀블러 사용 인증,0.3,강서윤,kangsy@example.com,2024-12-15,3,2025-02-10 06:35:00,Button Click,Settings,BtnSettings,3,2025-02-10 09:12:00,2025-02-10 10:06:00,63 minutes,Session,2025-02-10 08:50:00,2025-02-10 08:59:00,2025-02-13
1,101,4,2025-02-10,4,텀블러 사용하기,일회용 컵 대신 텀블러 사용 인증,0.3,강서윤,kangsy@example.com,2024-12-15,3,2025-02-10 11:21:00,Button Click,Settings,BtnSettings,3,2025-02-10 06:04:00,2025-02-10 06:28:00,63 minutes,Click,2025-02-10 07:14:00,2025-02-10 07:33:00,2025-02-15
1,101,4,2025-02-14,4,텀블러 사용하기,일회용 컵 대신 텀블러 사용 인증,0.3,강서윤,kangsy@example.com,2024-12-15,3,2025-02-14 08:23:00,Button Click,Settings,BtnSettings,3,2025-02-14 04:24:00,2025-02-14 04:54:00,63 minutes,Mission,2025-02-14 10:06:00,2025-02-14 10:11:00,2025-02-15
1,101,4,2025-02-16,4,텀블러 사용하기,일회용 컵 대신 텀블러 사용 인증,0.3,강서윤,kangsy@example.com,2024-12-15,3,2025-02-16 09:47:00,Button Click,Settings,BtnSettings,3,2025-02-16 02:40:00,2025-02-16 03:35:00,63 minutes,Session,2025-02-16 06:04:00,2025-02-16 06:24:00,2025-02-15
1,101,4,2025-02-11,4,텀블러 사용하기,일회용 컵 대신 텀블러 사용 인증,0.3,강서윤,kangsy@example.com,2024-12-15,3,2025-02-11 03:16:00,Button Click,Settings,BtnSettings,3,2025-02-11 09:37:00,2025-02-11 10:10:00,63 minutes,Click,2025-02-11 11:19:00,2025-02-11 11:30:00,2025-02-14
1,101,4,2025-02-15,4,텀블러 사용하기,일회용 컵 대신 텀블러 사용 인증,0.3,강서윤,kangsy@example.com,2024-12-15,3,2025-02-15 11:58:00,Button Click,Settings,BtnSettings,3,2025-02-15 01:55:00,2025-02-15 02:16:00,63 minutes,Mission,2025-02-15 11:38:00,2025-02-15 12:00:00,2025-02-15
1,101,4,2025-02-16,4,텀블러 사용하기,일회용 컵 대신 텀블러 사용 인증,0.3,강서윤,kangsy@example.com,2024-12-15,3,2025-02-16 03:53:00,Button Click,Settings,BtnSettings,3,2025-02-16 07:46:00,2025-02-16 07:59:00,63 minutes,Session,2025-02-16 10:20:00,2025-02-16 10:57:00,2025-02-12
1,101,4,2025-02-13,4,텀블러 사용하기,일회용 컵 대신 텀블러 사용 인증,0.3,강서윤,kangsy@example.com,2024-12-15,3,2025-02-13 06:36:00,Button Click,Settings,BtnSettings,3,2025-02-13 11:17:00,2025-02-13 11:21:00,63 minutes,Click,2025-02-13 03:52:00,2025-02-13 04:23:00,2025-02-16
1,101,4,2025-02-13,4,텀블러 사용하기,일회용 컵 대신 텀블러 사용 인증,0.3,강서윤,kangsy@example.com,2024-12-15,3,2025-02-13 05:45:00,Button Click,Settings,BtnSettings,3,2025-02-13 03:51:00,2025-02-13 03:53:00,63 minutes,Mission,2025-02-13 11:37:00,2025-02-13 11:58:00,2025-02-10
1,101,4,2025-02-16,4,텀블러 사용하기,일회용 컵 대신 텀블러 사용 인증,0.3,강서윤,kangsy@example.com,2024-12-15,3,2025-02-16 05:00:00,Button Click,Settings,BtnSettings,3,2025-02-16 03:22:00,2025-02-16 04:00:00,63 minutes,Session,2025-02-16 10:18:00,2025-02-16 10:31:00,2025-02-11
1,101,4,2025-02-15,4,텀블러 사용하기,일회용 컵 대신 텀블러 사용 인증,0.3,강서윤,kangsy@example.com,2024-12-15,3,2025-02-15 09:08:00,Button Click,Settings,BtnSettings,3,2025-02-15 11:56:00,2025-02-15 12:29:00,63 minutes,Click,2025-02-15 08:59:00,2025-02-15 09:13:00,2025-02-10
1,101,4,2025-02-14,4,텀블러 사용하기,일회용 컵 대신 텀블러 사용 인증,0.3,강서윤,kangsy@example.com,2024-12-15,3,2025-02-14 00:43:00,Button Click,Settings,BtnSettings,5,2025-02-14 09:05:00,2025-02-14 09:32:00,20 minutes,Mission,2025-02-14 05:21:00,2025-02-14 05:31:00,2025-02-13
1,101,4,2025-02-12,4,텀블러 사용하기,일회용 컵 대신 텀블러 사용 인증,0.3,강서윤,kangsy@example.com,2024-12-15,3,2025-02-12 01:25:00,Button Click,Settings,BtnSettings,5,2025-02-12 02:57:00,2025-02-12 03:01:00,20 minutes,Session,2025-02-12 06:12:00,2025-02-12 06:51:00,2025-02-11
1,101,4,2025-02-11,4,텀블러 사용하기,일회용 컵 대신 텀블러 사용 인증,0.3,강서윤,kangsy@example.com,2024-12-15,3,2025-02-11 06:59:00,Button Click,Settings,BtnSettings,5,2025-02-11 08:53:00,2025-02-11 09:33:00,20 minutes,Click,2025-02-11 07:44:00,2025-02-11 07:54:00,2025-02-14
1,101,4,2025-02-13,4,텀블러 사용하기,일회용 컵 대신 텀블러 사용 인증,0.3,강서윤,kangsy@example.com,2024-12-15,3,2025-02-13 03:02:00,Button Click,Settings,BtnSettings,5,2025-02-13 08:04:00,2025-02-13 08:34:00,20 minutes,Mission,2025-02-13 09:41:00,2025-02-13 09:58:00,2025-02-12
1,101,4,2025-02-12,4,텀블러 사용하기,일회용 컵 대신 텀블러 사용 인증,0.3,강서윤,kangsy@example.com,2024-12-15,3,2025-02-12 04:38:00,Button Click,Settings,BtnSettings,5,2025-02-12 07:38:00,2025-02-12 07:58:00,20 minutes,Session,2025-02-12 03:21:00,2025-02-12 03:34:00,2025-02-16
1,101,4,2025-02-13,4,텀블러 사용하기,일회용 컵 대신 텀블러 사용 인증,0.3,강서윤,kangsy@example.com,2024-12-15,3,2025-02-13 11:05:00,Button Click,Settings,BtnSettings,5,2025-02-13 11:34:00,2025-02-13 11:45:00,20 minutes,Click,2025-02-13 04:41:00,2025-02-13 04:49:00,2025-02-12
1,101,4,2025-02-12,4,텀블러 사용하기,일회용 컵 대신 텀블러 사용 인증,0.3,강서윤,kangsy@example.com,2024-12-15,3,2025-02-12 08:36:00,Button Click,Settings,BtnSettings,5,2025-02-12 08:10:00,2025-02-12 08:49:00,20 minutes,Mission,2025-02-12 06:08:00,2025-02-12 06:49:00,2025-02-14
1,101,4,2025-02-12,4,텀블러 사용하기,일회용 컵 대신 텀블러 사용 인증,0.3,강서윤,kangsy@example.com,2024-12-15,3,2025-02-12 04:11:00,Button Click,Settings,BtnSettings,5,2025-02-12 08:48:00,2025-02-12 08:52:00,20 minutes,Session,2025-02-12 04:47:00,2025-02-12 04:56:00,2025-02-11
1,101,4,2025-02-16,4,텀블러 사용하기,일회용 컵 대신 텀블러 사용 인증,0.3,강서윤,kangsy@example.com,2024-12-15,3,2025-02-16 07:46:00,Button Click,Settings,BtnSettings,5,2025-02-16 04:30:00,2025-02-16 04:33:00,20 minutes,Click,2025-02-16 03:59:00,2025-02-16 04:43:00,2025-02-12
1,101,4,2025-02-13,4,텀블러 사용하기,일회용 컵 대신 텀블러 사용 인증,0.3,강서윤,kangsy@example.com,2024-12-15,3,2025-02-13 01:04:00,Button Click,Settings,BtnSettings,5,2025-02-13 10:24:00,2025-02-13 11:21:00,20 minutes,Mission,2025-02-13 03:39:00,2025-02-13 04:01:00,2025-02-14
1,101,4,2025-02-11,4,텀블러 사용하기,일회용 컵 대신 텀블러 사용 인증,0.3,강서윤,kangsy@example.com,2024-12-15,3,2025-02-11 05:27:00,Button Click,Settings,BtnSettings,5,2025-02-11 05:20:00,2025-02-11 05:57:00,20 minutes,Session,2025-02-11 02:19:00,2025-02-11 03:18:00,2025-02-13
1,101,4,2025-02-14,4,텀블러 사용하기,일회용 컵 대신 텀블러 사용 인증,0.3,강서윤,kangsy@example.com,2024-12-15,3,2025-02-14 10:43:00,Button Click,Settings,BtnSettings,5,2025-02-14 06:11:00,2025-02-14 06:59:00,20 minutes,Click,2025-02-14 06:01:00,2025-02-14 06:41:00,2025-02-11
1,101,4,2025-02-10,4,텀블러 사용하기,일회용 컵 대신 텀블러 사용 인증,0.3,강서윤,kangsy@example.com,2024-12-15,5,2025-02-10 01:25:00,Button Click,Rewards,BtnClaimReward,1,2025-02-10 00:37:00,2025-02-10 01:01:00,10 minutes,Mission,2025-02-10 03:39:00,2025-02-10 03:43:00,2025-02-15
1,101,4,2025-02-11,4,텀블러 사용하기,일회용 컵 대신 텀블러 사용 인증,0.3,강서윤,kangsy@example.com,2024-12-15,5,2025-02-11 04:24:00,Button Click,Rewards,BtnClaimReward,1,2025-02-11 04:39:00,2025-02-11 04:59:00,10 minutes,Session,2025-02-11 07:09:00,2025-02-11 07:33:00,2025-02-11
1,101,4,2025-02-12,4,텀블러 사용하기,일회용 컵 대신 텀블러 사용 인증,0.3,강서윤,kangsy@example.com,2024-12-15,5,2025-02-12 07:00:00,Button Click,Rewards,BtnClaimReward,1,2025-02-12 07:46:00,2025-02-12 08:00:00,10 minutes,Click,2025-02-12 08:27:00,2025-02-12 09:00:00,2025-02-13
1,101,4,2025-02-13,4,텀블러 사용하기,일회용 컵 대신 텀블러 사용 인증,0.3,강서윤,kangsy@example.com,2024-12-15,5,2025-02-13 00:19:00,Button Click,Rewards,BtnClaimReward,1,2025-02-13 10:36:00,2025-02-13 11:27:00,10 minutes,Mission,2025-02-13 11:58:00,2025-02-13 12:46:00,2025-02-11
1,101,4,2025-02-13,4,텀블러 사용하기,일회용 컵 대신 텀블러 사용 인증,0.3,강서윤,kangsy@example.com,2024-12-15,5,2025-02-13 11:59:00,Button Click,Rewards,BtnClaimReward,1,2025-02-13 04:32:00,2025-02-13 05:22:00,10 minutes,Session,2025-02-13 01:20:00,2025-02-13 01:42:00,2025-02-12
1,101,4,2025-02-10,4,텀블러 사용하기,일회용 컵 대신 텀블러 사용 인증,0.3,강서윤,kangsy@example.com,2024-12-15,5,2025-02-10 00:37:00,Button Click,Rewards,BtnClaimReward,1,2025-02-10 00:44:00,2025-02-10 01:01:00,10 minutes,Click,2025-02-10 02:58:00,2025-02-10 03:27:00,2025-02-13
1,101,4,2025-02-13,4,텀블러 사용하기,일회용 컵 대신 텀블러 사용 인증,0.3,강서윤,kangsy@example.com,2024-12-15,5,2025-02-13 01:02:00,Button Click,Rewards,BtnClaimReward,1,2025-02-13 09:37:00,2025-02-13 10:31:00,10 minutes,Mission,2025-02-13 04:05:00,2025-02-13 04:44:00,2025-02-11
1,101,4,2025-02-11,4,텀블러 사용하기,일회용 컵 대신 텀블러 사용 인증,0.3,강서윤,kangsy@example.com,2024-12-15,5,2025-02-11 06:49:00,Button Click,Rewards,BtnClaimReward,1,2025-02-11 10:47:00,2025-02-11 11:00:00,10 minutes,Session,2025-02-11 04:20:00,2025-02-11 04:38:00,2025-02-12
